246744	STH	saitohin										
126204	NLRP13	NLR family, pyrin domain containing 13										
51213	LUZP4	leucine zipper protein 4										
374286	CDRT1	CMT1A duplicated region transcript 1										
92346	C1orf105	chromosome 1 open reading frame 105										
127670	TEDDM1	transmembrane epididymal protein 1										
5542	PRB1	proline-rich protein BstNI subfamily 1										
389898	UBE2NL	ubiquitin-conjugating enzyme E2N-like										
346288	SEPT14	septin 14										
84066	C1orf49	chromosome 1 open reading frame 49										
123103	KLHL33	kelch-like 33 (Drosophila)										
128506	C20orf123	chromosome 20 open reading frame 123										
377630	USP17L2	ubiquitin specific peptidase 17-like 2										
353149	TBC1D26	TBC1 domain family, member 26										
123624	AGBL1	ATP/GTP binding protein-like 1										
126205	NLRP8	NLR family, pyrin domain containing 8										
143241	DYDC1	DPY30 domain containing 1										
63904	DUSP21	dual specificity phosphatase 21										
146212	KCTD19	potassium channel tetramerisation domain containing 19										
392197	USP17L7	ubiquitin specific peptidase 17-like 7										
126961	HIST2H3C	histone cluster 2, H3c										
723790	HIST2H2AA4	histone cluster 2, H2aa4										
391104	VHLL	von Hippel-Lindau tumor suppressor-like										
246100	CTAG1A	cancer/testis antigen 1A										
348807	CCDC37	coiled-coil domain containing 37										
135644	TRIM40	tripartite motif containing 40										
219990	PLAC1L	placenta-specific 1-like										
493860	CCDC73	coiled-coil domain containing 73										
255798	C3orf43	chromosome 3 open reading frame 43										
202865	C7orf33	chromosome 7 open reading frame 33										
138724	C9orf131	chromosome 9 open reading frame 131										
80133	C1orf129	chromosome 1 open reading frame 129										
401137	C4orf40	chromosome 4 open reading frame 40										
80343	SEL1L2	sel-1 suppressor of lin-12-like 2 (C. elegans)										
79097	TRIM48	tripartite motif containing 48										
654502	IQCJ	IQ motif containing J										
474354	LRRC18	leucine rich repeat containing 18										
285782	CAGE1	cancer antigen 1										
388553	LOC388553	uncharacterized LOC388553										
158983	H2BFWT	H2B histone family, member W, testis-specific										
100129669	IZUMO3	IZUMO family member 3										
53336	CPXCR1	CPX chromosome region, candidate 1										
150353	DNAJB7	DnaJ (Hsp40) homolog, subfamily B, member 7										
342931	RFPL4A	ret finger protein-like 4A										
93659	CGB5	chorionic gonadotropin, beta polypeptide 5										
284355	TPRX1	tetra-peptide repeat homeobox 1										
441864	TARM1	T cell-interacting, activating receptor on myeloid cells 1										
84569	LYZL1	lysozyme-like 1										
139604	MAGEB16	melanoma antigen family B, 16										
646625	PRHOXNB	parahox cluster neighbor										
56244	BTNL2	butyrophilin-like 2 (MHC class II associated)										
84692	CCDC54	coiled-coil domain containing 54										
338949	TMEM202	transmembrane protein 202										
647309	GMNC	geminin coiled-coil domain containing										
115795	C3orf24	chromosome 3 open reading frame 24										
100329135	LOC100329135	uncharacterized LOC100329135										
90342	FER1L5	fer-1-like 5 (C. elegans)										
148870	CCDC27	coiled-coil domain containing 27										
84767	SPRYD5	SPRY domain containing 5										
166655	TRIM60	tripartite motif containing 60										
391475	DYTN	dystrotelin										
140432	RNF113B	ring finger protein 113B										
642612	TRIM49L2	tripartite motif containing 49-like 2										
129868	TRIM43	tripartite motif containing 43										
653192	TRIM43B	tripartite motif containing 43B										
442247	RFPL4B	ret finger protein-like 4B										
643376	BTBD18	BTB (POZ) domain containing 18										
414157	C10orf62	chromosome 10 open reading frame 62										
344387	CDKL4	cyclin-dependent kinase-like 4										
7634	ZNF80	zinc finger protein 80										
390748	PABPN1L	poly(A) binding protein, nuclear 1-like (cytoplasmic)										
644994	C5orf50	chromosome 5 open reading frame 50										
285888	CNPY1	canopy 1 homolog (zebrafish)										
139081	MAGEC3	melanoma antigen family C, 3										
118461	C10orf71	chromosome 10 open reading frame 71										
284099	C17orf78	chromosome 17 open reading frame 78										
146325	C16orf11	chromosome 16 open reading frame 11										
57151	LYZL6	lysozyme-like 6										
399814	C10orf120	chromosome 10 open reading frame 120										
57481	KIAA1210	KIAA1210										
140836	BANF2	barrier to autointegration factor 2										
100190949	C5orf52	chromosome 5 open reading frame 52										
653247	PRB2	proline-rich protein BstNI subfamily 2										
146861	SLC35G3	solute carrier family 35, member G3										
170626	XAGE3	X antigen family, member 3										
728269	MAGEA9B	melanoma antigen family A, 9B										
389860	PAGE2B	P antigen family, member 2B										
728239	MAGED4	melanoma antigen family D, 4										
645037	GAGE2B	G antigen 2B										
653067	XAGE1E	X antigen family, member 1E										
653220	XAGE1B	X antigen family, member 1B										
729396	GAGE12J	G antigen 12J										
729442	GAGE12H	G antigen 12H										
154872	LOC154872	uncharacterized LOC154872										
119180	LYZL2	lysozyme-like 2										
121006	FAM186A	family with sequence similarity 186, member A										
643854	CTAGE9	CTAGE family, member 9										
645745	MT1P2	metallothionein 1 pseudogene 2										
203413	CXorf61	chromosome X open reading frame 61										
128653	C20orf141	chromosome 20 open reading frame 141										
140731	ANKRD60	ankyrin repeat domain 60										
100131439	CD300LD	CD300 molecule-like family member d										
646603	C4orf51	chromosome 4 open reading frame 51										
56936	C14orf162	chromosome 14 open reading frame 162										
606553	C8orf49	chromosome 8 open reading frame 49										
9720	CCDC144A	coiled-coil domain containing 144A										
245802	MS4A6E	membrane-spanning 4-domains, subfamily A, member 6E										
344752	AADACL2	arylacetamide deacetylase-like 2										
343066	AADACL4	arylacetamide deacetylase-like 4										
127665	ZNF648	zinc finger protein 648										
256957	C17orf66	chromosome 17 open reading frame 66										
448831	FRG2	FSHD region gene 2										
400891	LOC400891	chromosome 14 open reading frame 166B pseudogene										
729420	LOC729420	uncharacterized LOC729420										
728597	DCDC2C	doublecortin domain containing 2C										
168400	DDX53	DEAD (Asp-Glu-Ala-Asp) box polypeptide 53										
374860	ANKRD30B	ankyrin repeat domain 30B										
100128327	BET3L	BET3 like (S. cerevisiae)										
139067	SPANXN3	SPANX family, member N3										
127550	A3GALT2P	alpha 1,3-galactosyltransferase 2, pseudogene										
388951	TSPYL6	TSPY-like 6										
645974	PABPC1L2B	poly(A) binding protein, cytoplasmic 1-like 2B										
139425	DCAF8L1	DDB1 and CUL4 associated factor 8-like 1										
347442	DCAF8L2	DDB1 and CUL4 associated factor 8-like 2										
643664	SLC35G6	solute carrier family 35, member G6										
100130988	C7orf72	chromosome 7 open reading frame 72										
339779	C2orf53	chromosome 2 open reading frame 53										
84077	C3orf20	chromosome 3 open reading frame 20										
392517	NCBP2L	nuclear cap binding protein subunit 2-like										
400757	C1orf141	chromosome 1 open reading frame 141										
23784	POTEH	POTE ankyrin domain family, member H										
474384	F8A3	coagulation factor VIII-associated 3										
93190	C1orf158	chromosome 1 open reading frame 158										
441519	CT45A3	cancer/testis antigen family 45, member A3										
541466	CT45A1	cancer/testis antigen family 45, member A1										
11105	PRDM7	PR domain containing 7										
100505767	LOC100505767	putative speedy protein-like protein 2-like										
399697	CTXN2	cortexin 2										
286749	STON1-GTF2A1L	STON1-GTF2A1L readthrough										
388333	SPDYE4	speedy homolog E4 (Xenopus laevis)										
256223	CDRT15L2	CMT1A duplicated region transcript 15-like 2										
150297	C22orf42	chromosome 22 open reading frame 42										
126767	AADACL3	arylacetamide deacetylase-like 3										
7652	ZNF99	zinc finger protein 99										
400581	GRAPL	GRB2-related adaptor protein-like										
441581	FRG2B	FSHD region gene 2 family, member B										
286514	MAGEB18	melanoma antigen family B, 18										
139422	MAGEB10	melanoma antigen family B, 10										
390667	PTX4	pentraxin 4, long										
390245	KDM4DL	lysine (K)-specific demethylase 4D-like										
85481	PSKH2	protein serine kinase H2										
10517	FBXW10	F-box and WD repeat domain containing 10										
389766	C9orf153	chromosome 9 open reading frame 153										
100131390	SP9	Sp9 transcription factor homolog (mouse)										
389123	IQCF2	IQ motif containing F2										
340745	LRIT2	leucine-rich repeat, immunoglobulin-like and transmembrane domains 2										
644070	LOC644070	germ cell-specific gene 1-like protein 2-like										
200726	LOC200726	hCG1657980										
100129407	LOC100129407	uncharacterized LOC100129407										
645382	LOC645382	PRAME family member 10 pseudogene										
100507203	LOC100507203	uncharacterized LOC100507203										
445815	PALM2-AKAP2	PALM2-AKAP2 readthrough										
285190	RGPD4	RANBP2-like and GRIP domain containing 4										
653489	RGPD3	RANBP2-like and GRIP domain containing 3										
222967	RSPH10B	radial spoke head 10 homolog B (Chlamydomonas)										
139804	RBMXL3	RNA binding motif protein, X-linked-like 3										
644100	LOC644100	uncharacterized LOC644100										
442038	SULT1C3	sulfotransferase family, cytosolic, 1C, member 3										
284274	C18orf62	chromosome 18 open reading frame 62										
644041	C18orf63	chromosome 18 open reading frame 63										
400950	LOC400950	uncharacterized LOC400950										
83650	SLC35G5	solute carrier family 35, member G5										
441294	CTAGE15P	CTAGE family, member 15, pseudogene										
389396	GLYATL3	glycine-N-acyltransferase-like 3										
122664	TPPP2	tubulin polymerization-promoting protein family member 2										
653720	LOC653720	Golgin subfamily A member 8-like protein 1-like										
728047	LOC728047	golgin subfamily A member 8-like protein 2-like										
100133220	GOLGA6L3	golgin A6 family-like 3										
340900	EBLN1	endogenous Bornavirus-like nucleoprotein 1										
152940	C4orf45	chromosome 4 open reading frame 45										
643311	CT47B1	cancer/testis antigen family 47, member B1										
389151	PRR23B	proline rich 23B										
389152	PRR23C	proline rich 23C										
401250	MCCD1	mitochondrial coiled-coil domain 1										
283116	LOC283116	tripartite motif-containing protein LOC642612-like										
388468	POTEC	POTE ankyrin domain family, member C										
641455	POTEM	POTE ankyrin domain family, member M										
728310	GOLGA6L7P	golgin A6 family-like 7, pseudogene										
100287226	ZNF729	zinc finger protein 729										
100507096	LOC100507096	GTPase IMAP family member-like										
339184	CCDC144NL	coiled-coil domain containing 144 family, N-terminal like										
729475	RAD51AP2	RAD51 associated protein 2										
645104	CLRN2	clarin 2										
729264	LOC729264	TP53-target gene 3 protein-like										
441457	FAM22G	family with sequence similarity 22, member G										
100130274	CCDC166	coiled-coil domain containing 166										
388015	RTL1	retrotransposon-like 1										
647286	LOC647286	uncharacterized LOC647286										
150165	XKR3	XK, Kell blood group complex subunit-related family, member 3										
100287718	LOC100287718	ankyrin repeat domain containing gene										
646799	ZAR1L	zygote arrest 1-like										
100288801	FRG2C	FSHD region gene 2 family, member C										
100129278	LOC100129278	tudor domain-containing protein 6-like										
100130539	LOC100130539	uncharacterized LOC100130539										
100131303	LOC100131303	uncharacterized LOC100131303										
100131539	ZNF705E	zinc finger protein 705E										
100133093	FAM25G	family with sequence similarity 25, member G										
100271846	ERVV-2	endogenous retrovirus group V, member 2										
100288485	MTRNR2L7	MT-RNR2-like 7										
100302652	GPR75-ASB3	GPR75-ASB3 readthrough										
100463285	MTRNR2L4	MT-RNR2-like 4										
100463289	MTRNR2L5	MT-RNR2-like 5										
100500938	LOC100500938	uncharacterized LOC100500938										
100507341	LOC100507341	uncharacterized LOC100507341										
100509620	LOC100509620	aquaporin-7-like										
100526773	SPINLW1-WFDC6	SPINLW1-WFDC6 readthrough										
100526835	FPGT-TNNI3K	FPGT-TNNI3K readthrough										
100532731	COMMD3-BMI1	COMMD3-BMI1 readthrough										
100533178	CYorf17	chromosome Y open reading frame 17										
100652824	LOC100652824	uncharacterized LOC100652824										
100885850		&nbsp;										
100996758		&nbsp;										
101059938		&nbsp;										
101059953		&nbsp;										
101060389		&nbsp;										
101180976		&nbsp;										
101927581		&nbsp;										
101928108		&nbsp;										
101928603		&nbsp;										
102723631		&nbsp;										
102723971		&nbsp;										
102724334		&nbsp;										
102724473		&nbsp;										
102724594		&nbsp;										
102724652		&nbsp;										
104909134		&nbsp;										
105373377		&nbsp;										
105378220		&nbsp;										
109703458		&nbsp;										
414152	C10orf105	chromosome 10 open reading frame 105										
445577	C9orf129	chromosome 9 open reading frame 129										
653486	LOC653486	secretoglobin, family 1C, member 1-like										
732253	TDRG1	testis development related protein 1										
